,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,sale_type,saleprice
1664,60,RL,66.759571,10364,Pave,3,Lvl,4,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,806.0,806.0,GasA,4,Y,5,766,0,1572,0.0,0.0,2,1,3,1,3,8,1,BuiltIn,1995,Fin,373.0,TA,TA,Y,0,40,0,0,0,0,0,5,WD ,168000
1665,50,RM,50.0,6000,Pave,4,Lvl,4,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,264.0,1,0.0,475.0,739.0,GasA,5,Y,5,468,0,1342,0.0,0.0,2,0,2,2,3,8,1,Detchd,1939,Unf,240.0,TA,TA,Y,0,0,0,0,0,0,0,4,WD ,105000
1666,20,RL,83.25,10530,Pave,3,Lvl,4,Corner,1,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,5,282.0,2,35.0,664.0,981.0,GasA,3,Y,5,0,0,981,1.0,0.0,1,1,3,1,3,8,0,Detchd,1979,Unf,576.0,TA,TA,Y,0,312,40,0,0,0,0,3,WD ,143250
1667,20,RL,75.0,9525,Pave,4,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1099.0,1099.0,GasA,5,Y,5,0,0,1099,0.0,0.0,1,1,3,1,4,8,0,Attchd,1999,Unf,352.0,TA,TA,Y,278,0,0,0,0,0,0,6,WD ,144000
1668,60,RL,66.759571,8880,Pave,3,Lvl,4,Inside,1,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,695.0,1,0.0,253.0,948.0,GasA,5,Y,5,888,0,2110,1.0,0.0,2,1,3,1,4,8,2,Attchd,1994,RFn,463.0,TA,TA,Y,0,130,0,0,0,0,0,5,WD ,205000
1669,85,RL,82.0,8410,Pave,3,Lvl,4,Corner,1,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1974,1974,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,3,5,924.0,1,0.0,46.0,970.0,GasA,3,Y,5,0,0,1026,1.0,0.0,1,0,2,1,3,8,1,Attchd,1974,Unf,528.0,TA,TA,Y,193,0,0,0,0,0,0,4,WD ,143000
1670,120,FV,42.0,4385,Pave,3,Lvl,4,Inside,1,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,3,6,964.0,1,0.0,455.0,1419.0,GasA,5,Y,5,0,0,1419,1.0,0.0,1,1,2,1,5,8,1,Attchd,2001,Fin,588.0,TA,TA,Y,155,58,0,0,0,0,0,9,WD ,290000
1671,20,RL,100.0,12919,Pave,3,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,5,3,PConc,5,3,4,6,2188.0,1,0.0,142.0,2330.0,GasA,5,Y,5,0,0,2364,1.0,0.0,2,1,2,1,5,8,2,Attchd,2009,Fin,820.0,TA,TA,Y,0,67,0,0,0,0,0,3,New,611657
1672,20,RL,82.0,12464,Pave,2,Low,4,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,1,6,732.0,1,0.0,308.0,1040.0,GasA,4,Y,5,0,0,1040,1.0,0.0,1,0,3,1,4,8,0,Detchd,2000,Unf,576.0,TA,TA,Y,168,0,0,0,0,0,0,11,WD ,152000
1673,120,RL,43.0,5005,Pave,3,HLS,4,Inside,1,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,5,263.0,1,0.0,1017.0,1280.0,GasA,5,Y,5,0,0,1280,0.0,0.0,2,0,2,1,4,8,0,Attchd,1992,RFn,506.0,TA,TA,Y,0,82,0,0,144,0,0,1,WD ,191500
1674,60,RL,76.0,9591,Pave,4,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1143.0,1143.0,GasA,5,Y,5,1330,0,2473,0.0,0.0,2,1,4,1,4,8,1,BuiltIn,2004,RFn,852.0,TA,TA,Y,192,151,0,0,0,0,0,10,WD ,317000
1675,50,RL,70.0,6960,Pave,4,Lvl,4,Inside,1,Sawyer,Norm,Norm,1Fam,1.5Fin,7,8,1940,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,5,258.0,1,0.0,422.0,680.0,GasA,5,Y,4,504,0,1302,0.0,0.0,1,1,2,1,4,8,2,Attchd,1940,Unf,224.0,TA,TA,Y,0,0,0,0,126,0,0,7,WD ,165250
1676,20,RL,75.0,9825,Pave,4,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,609.0,1,0.0,483.0,1092.0,GasA,3,Y,5,0,0,1092,0.0,0.0,1,0,3,1,3,8,0,Attchd,1966,Unf,264.0,TA,TA,Y,259,0,0,0,161,0,0,4,COD,123000
1677,20,RL,88.0,14175,Pave,4,Lvl,4,Inside,1,Sawyer,PosA,Norm,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,4,6,776.0,1,0.0,212.0,988.0,GasA,3,Y,4,0,0,1188,1.0,0.0,1,0,1,1,3,8,1,Attchd,1956,Unf,621.0,TA,TA,Y,102,89,231,0,0,0,0,6,WD ,185000
1678,20,RL,74.0,7400,Pave,4,Lvl,4,Corner,1,NAmes,Artery,Norm,1Fam,1Story,7,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,809.0,1,0.0,236.0,1045.0,GasA,4,Y,5,0,0,1045,1.0,0.0,1,0,3,1,3,8,0,Detchd,1962,Unf,528.0,TA,TA,Y,0,0,0,0,0,0,0,3,WD ,120000
1679,20,RL,88.0,10738,Pave,3,Lvl,4,Corner,1,NWAmes,Norm,Norm,1Fam,1Story,6,7,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,792.0,1,0.0,301.0,1093.0,GasA,4,Y,5,0,0,1093,1.0,0.0,2,0,3,1,3,8,1,Attchd,1966,RFn,484.0,TA,TA,Y,224,0,0,0,0,0,400,11,WD ,158500
1680,60,RL,65.0,8366,Pave,3,Lvl,4,Inside,1,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,798.0,798.0,GasA,5,Y,5,842,0,1640,0.0,0.0,2,1,3,1,4,8,0,Attchd,2004,RFn,520.0,TA,TA,Y,138,45,0,0,0,0,0,12,WD ,173000
1681,90,RL,70.0,9842,Pave,4,Lvl,4,FR2,1,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,5,0,0,1224,0.0,0.0,2,0,2,2,3,8,0,CarPort,1962,Unf,462.0,TA,TA,Y,0,0,0,0,0,0,0,3,WD ,101800
1682,70,RL,60.0,7200,Pave,4,Lvl,4,Inside,1,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,4,4,1,5,350.0,4,210.0,0.0,560.0,GasA,5,Y,5,560,0,1135,1.0,0.0,1,0,3,1,4,8,0,Detchd,1971,RFn,576.0,TA,TA,Y,256,0,0,0,0,0,0,4,WD ,155000
1683,30,RL,60.0,10230,Pave,4,Lvl,4,Inside,1,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1054.0,1054.0,GasA,5,Y,5,0,0,1078,0.0,0.0,1,0,3,1,5,8,0,Detchd,1987,Unf,264.0,TA,TA,N,0,0,0,0,112,0,0,12,WD ,125000
1684,20,RM,52.0,8626,Pave,4,Lvl,4,Inside,1,OldTown,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,1.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,Y,5,0,0,968,0.0,0.0,1,0,2,1,3,8,0,Attchd,1956,Unf,331.0,Fa,TA,Y,0,0,0,0,0,0,0,5,WD ,104500
1685,60,RL,74.0,8834,Pave,4,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,4,3,PConc,5,3,1,6,1170.0,1,0.0,292.0,1462.0,GasA,5,Y,5,762,0,2224,1.0,0.0,2,1,4,1,5,8,1,Attchd,2004,Fin,738.0,TA,TA,Y,184,0,0,0,0,0,0,6,WD ,350000
1686,90,RL,60.0,8544,Pave,4,Lvl,4,Inside,1,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,N,3,0,0,1040,0.0,0.0,2,0,2,2,3,8,0,Detchd,1949,Unf,400.0,TA,TA,Y,0,0,0,0,0,0,0,7,WD ,93500
1687,60,RL,68.0,9179,Pave,3,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,4,3,PConc,4,3,1,6,633.0,1,0.0,240.0,873.0,GasA,5,Y,5,908,0,1790,1.0,0.0,2,1,3,1,4,8,0,Attchd,1999,RFn,588.0,TA,TA,Y,0,88,0,0,0,0,0,6,WD ,193000
1688,70,RL,79.0,11526,Pave,3,Bnk,4,Inside,2,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,5,3,1,1,0.0,1,0.0,588.0,588.0,GasA,2,Y,5,748,384,2555,0.0,0.0,2,0,3,1,3,7,1,Detchd,1993,Fin,672.0,TA,TA,Y,431,0,0,0,0,0,0,9,WD ,191000
1689,30,RM,70.0,5684,Pave,4,Lvl,4,Inside,1,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,813.0,813.0,GasA,5,Y,4,0,0,813,0.0,0.0,1,0,2,1,4,8,0,Detchd,1932,Unf,270.0,Fa,Fa,N,0,113,0,0,0,0,0,6,WD ,110000
1690,60,RL,66.759571,11885,Pave,4,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,4,3,PConc,4,3,3,6,990.0,1,0.0,309.0,1299.0,GasA,5,Y,5,573,0,1872,1.0,0.0,2,1,3,1,5,8,1,BuiltIn,2001,RFn,531.0,TA,TA,Y,160,122,0,0,0,0,0,11,WD ,261500
1691,20,RL,80.0,9600,Pave,4,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,504.0,1,0.0,546.0,1050.0,GasA,4,Y,5,0,0,1050,0.0,0.0,1,0,2,1,3,8,0,Attchd,1956,Unf,338.0,TA,TA,Y,0,0,0,0,0,0,0,6,WD ,128900
1693,20,RL,75.0,10215,Pave,4,Bnk,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,3,3,PConc,3,3,1,5,492.0,1,0.0,372.0,864.0,GasA,5,Y,5,0,0,948,0.0,0.0,1,0,3,1,3,8,0,Attchd,1954,Unf,248.0,TA,TA,Y,0,0,0,0,0,0,0,2,WD ,111000
1694,50,RL,60.0,8550,Pave,4,Lvl,4,Inside,1,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,5,1926,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,2,3,1,1,0.0,1,0.0,750.0,750.0,GasA,3,Y,5,356,0,1316,0.0,0.0,1,0,4,1,3,8,0,Detchd,1965,Unf,576.0,TA,TA,Y,0,0,0,0,0,0,0,10,ConLw,90000
1695,60,RL,66.759571,18450,Pave,3,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,3,4,CBlock,4,3,1,2,187.0,3,723.0,111.0,1021.0,GasA,3,Y,5,915,0,2380,0.0,0.0,2,1,3,1,3,2,1,CarPort,1965,Unf,596.0,TA,TA,Y,0,265,0,0,0,0,0,8,WD ,129000
1696,20,RL,54.734375,14778,Pave,3,Low,4,CulDSac,1,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,4,3,CBlock,3,3,1,4,728.0,1,0.0,568.0,1296.0,GasA,5,Y,5,0,0,1640,1.0,0.0,1,0,3,1,4,8,1,Detchd,1993,Unf,924.0,TA,TA,Y,108,0,0,216,0,0,0,11,WD ,224000
1697,160,FV,30.0,3180,Pave,4,Lvl,4,Inside,1,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,390.0,1,0.0,210.0,600.0,GasA,5,Y,5,600,0,1200,1.0,0.0,2,1,2,1,4,8,0,Detchd,2005,RFn,480.0,TA,TA,Y,0,166,0,0,0,0,0,5,WD ,165000
1698,70,RM,52.0,3068,Pave,4,Lvl,4,Inside,1,OldTown,Norm,Norm,1Fam,2Story,6,8,1920,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,662.0,662.0,GasA,5,Y,5,662,0,1324,0.0,1.0,1,0,3,1,3,8,0,Detchd,1920,Unf,180.0,TA,TA,Y,0,0,112,0,0,0,0,2,WD ,122000
1699,20,RL,68.0,8298,Pave,3,HLS,4,Inside,1,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,583.0,1,0.0,963.0,1546.0,GasA,5,Y,5,0,0,1564,0.0,0.0,2,0,2,1,5,8,1,Attchd,2207,RFn,502.0,TA,TA,Y,132,0,0,0,0,0,0,9,New,267300
1700,60,RL,104.0,13518,Pave,4,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,5,3,PConc,5,3,1,1,0.0,1,0.0,1926.0,1926.0,GasA,5,Y,5,1174,0,3140,0.0,0.0,3,1,4,1,5,8,2,BuiltIn,2009,Fin,820.0,TA,TA,Y,144,78,0,0,0,0,0,7,New,485000
1701,50,RM,90.0,33120,Pave,1,Lvl,4,Inside,1,OldTown,RRAn,Feedr,1Fam,1.5Fin,6,5,1962,1962,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1595.0,1595.0,GasA,3,Y,5,875,0,2486,0.0,0.0,2,0,5,1,3,8,1,Detchd,1962,Unf,576.0,TA,TA,Y,0,0,0,0,0,0,0,10,WD ,220000
1702,60,RL,83.25,13142,Pave,3,Lvl,4,Corner,1,CollgCr,PosN,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,3,3,PConc,4,3,1,6,688.0,1,0.0,176.0,864.0,GasA,5,Y,5,899,0,1771,1.0,0.0,2,1,3,1,4,8,0,Attchd,1997,RFn,600.0,TA,TA,Y,0,96,0,0,0,0,0,7,WD ,215700
1703,20,RL,107.0,11362,Pave,3,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,4,3,PConc,5,3,2,6,1039.0,1,0.0,797.0,1836.0,GasA,5,Y,5,0,0,1836,1.0,0.0,2,0,3,1,4,8,1,Attchd,2004,Fin,862.0,TA,TA,Y,125,185,0,0,0,0,0,3,WD ,280000
1704,20,RL,92.0,10845,Pave,3,Lvl,4,Corner,1,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,504.0,4,3,PConc,4,3,2,6,1149.0,1,0.0,454.0,1603.0,GasA,5,Y,5,0,0,1575,1.0,0.0,2,0,2,1,4,8,1,Attchd,2003,Fin,732.0,TA,TA,Y,216,28,0,0,0,0,0,6,WD ,284000
1705,180,RM,21.0,1936,Pave,4,Lvl,4,Inside,1,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,4,131.0,6,499.0,0.0,630.0,GasA,4,Y,5,0,0,630,1.0,0.0,1,0,1,1,3,8,0,NA,NA,NA,0.0,NA,NA,Y,0,0,0,0,0,0,0,12,WD ,84500
1706,20,RL,80.0,9760,Pave,4,Lvl,4,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218.0,3,3,CBlock,3,3,4,4,717.0,2,263.0,415.0,1395.0,GasA,3,Y,5,0,0,1395,1.0,0.0,1,0,2,1,3,7,1,Attchd,1963,RFn,440.0,TA,TA,Y,657,0,113,0,240,0,0,5,WD ,192000
1707,70,RM,66.0,3960,Pave,4,Lvl,4,Inside,1,OldTown,Norm,Norm,1Fam,2Story,7,8,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,502.0,502.0,GasA,3,N,5,502,0,1004,0.0,0.0,1,0,2,1,4,8,1,Detchd,1930,Unf,200.0,Fa,TA,N,280,0,68,0,0,0,0,7,WD ,105000
1708,20,RL,70.0,9100,Pave,4,Lvl,4,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1836.0,1860.0,GasA,5,Y,5,0,0,1836,0.0,0.0,2,0,3,1,4,8,1,Attchd,2004,Fin,484.0,TA,TA,Y,120,33,0,0,0,0,0,10,WD ,216837
1709,20,RL,80.0,9600,Pave,4,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,203.0,2,2,CBlock,3,3,1,3,658.0,1,0.0,638.0,1296.0,GasA,3,Y,5,0,0,1496,0.0,0.0,2,0,3,1,4,8,0,Attchd,1960,RFn,450.0,TA,TA,Y,0,22,0,0,0,0,0,2,WD ,141500
1710,20,RL,57.0,9764,Pave,3,Lvl,4,FR2,1,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,702.0,1,0.0,192.0,894.0,GasA,5,Y,5,0,0,894,1.0,0.0,1,0,3,1,4,8,0,Attchd,1967,RFn,450.0,TA,TA,Y,0,0,0,0,0,0,0,5,WD ,130000
1711,20,RL,60.0,8430,Pave,4,HLS,4,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,3,3,CBlock,4,3,1,3,616.0,1,0.0,424.0,1040.0,GasA,3,Y,5,0,0,1040,0.0,0.0,2,0,3,1,3,8,0,NA,NA,NA,0.0,NA,NA,Y,0,0,0,0,0,0,0,8,WD ,124000
1712,70,RM,50.0,9060,Pave,4,Lvl,4,Inside,1,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1923,1999,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,BrkTil,4,3,1,5,548.0,1,0.0,311.0,859.0,GasA,5,Y,5,886,0,1828,0.0,0.0,2,0,3,1,4,8,0,NA,NA,NA,0.0,NA,NA,Y,174,0,212,0,0,0,0,3,WD ,150909
1713,20,RL,66.0,12778,Pave,4,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1952,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,6,658.0,1,0.0,350.0,1008.0,GasA,5,Y,4,0,0,1008,1.0,0.0,1,0,2,1,3,8,0,Attchd,1952,RFn,280.0,TA,TA,Y,0,154,0,0,0,0,0,1,WD ,139500
1714,20,RL,60.0,8172,Pave,4,HLS,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Plywood,None,0.0,3,3,CBlock,3,3,1,5,682.0,1,0.0,182.0,864.0,GasA,3,Y,5,0,0,864,1.0,0.0,1,0,3,1,3,8,0,Detchd,1996,Unf,528.0,TA,TA,N,196,0,0,0,0,0,0,10,COD,79275
1715,20,RL,64.0,9037,Pave,3,HLS,4,Inside,1,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,4,3,PConc,4,3,3,6,428.0,1,0.0,1048.0,1476.0,GasA,5,Y,5,0,0,1484,0.0,0.0,2,0,2,1,5,8,1,Attchd,2006,RFn,472.0,TA,TA,Y,120,33,0,0,0,0,0,12,WD ,265900
1716,30,RL,52.0,6292,Pave,4,Bnk,4,Inside,1,SWISU,Norm,Norm,1Fam,1Story,6,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,3,384.0,1,0.0,384.0,768.0,GasA,3,N,5,0,0,790,0.0,0.0,1,0,2,1,3,8,0,Detchd,1925,Unf,160.0,Fa,TA,Y,0,141,0,0,0,0,0,4,WD ,91000
1717,60,RL,85.0,11900,Pave,4,Lvl,4,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,5,6,1977,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157.0,3,3,PConc,4,3,1,5,400.0,1,0.0,722.0,1122.0,GasA,5,Y,5,988,0,1934,1.0,0.0,2,1,3,1,3,8,1,Attchd,1977,Unf,567.0,TA,TA,P,0,176,0,0,200,0,0,7,WD ,185000
1718,20,RL,70.0,7945,Pave,4,Lvl,4,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,179.0,4,506.0,465.0,1150.0,GasA,5,Y,4,0,0,1150,1.0,0.0,1,0,3,1,3,8,0,Attchd,1959,RFn,300.0,TA,TA,Y,0,0,0,0,0,0,0,5,WD ,141000
1719,60,RL,134.0,16659,Pave,3,Lvl,4,Corner,1,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1582.0,1582.0,GasA,5,Y,5,570,0,2152,0.0,0.0,2,1,3,1,4,8,1,Detchd,2007,Unf,728.0,TA,TA,Y,0,368,0,0,0,0,0,6,New,260116
1720,30,RL,50.0,9340,Pave,4,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,344.0,1,0.0,328.0,672.0,GasA,3,Y,5,0,0,672,1.0,0.0,1,0,2,1,3,8,0,Attchd,1941,Unf,234.0,TA,TA,N,0,113,0,0,0,0,0,8,WD ,113000
1721,80,RL,83.25,11454,Pave,2,Lvl,4,Corner,1,SawyerW,Norm,Norm,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,4,3,PConc,4,3,4,6,770.0,1,0.0,631.0,1401.0,GasA,5,Y,5,0,0,1511,1.0,0.0,2,0,3,1,4,8,1,Attchd,1995,Fin,811.0,TA,TA,Y,168,42,0,0,0,0,0,2,WD ,225000
1722,30,RL,80.0,8480,Pave,4,Lvl,4,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,4,700.0,1,0.0,93.0,793.0,GasA,3,Y,5,0,0,793,1.0,0.0,1,0,2,1,2,8,0,Detchd,1945,Unf,240.0,TA,TA,Y,0,0,0,0,0,0,0,8,WD ,113000
1723,80,RL,65.0,6305,Pave,4,Lvl,4,Inside,1,Edwards,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,3,5,528.0,1,0.0,480.0,1008.0,GasA,3,Y,5,0,0,1096,1.0,0.0,1,0,3,1,3,8,1,Detchd,1975,Unf,352.0,TA,TA,Y,0,0,0,0,0,0,0,6,WD ,125200
1724,60,RL,82.0,9709,Pave,3,Lvl,4,Inside,1,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,120.0,5,3,PConc,5,3,4,6,778.0,1,0.0,140.0,918.0,GasA,5,Y,5,1142,0,2100,1.0,0.0,2,1,3,1,5,8,2,BuiltIn,2007,Fin,786.0,TA,TA,Y,172,104,0,0,0,0,0,9,New,319500
1725,50,RL,60.0,10930,Pave,4,Bnk,4,Inside,1,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,580.0,1,0.0,333.0,913.0,GasA,3,Y,4,510,0,1558,1.0,0.0,1,1,3,1,3,8,1,Attchd,1962,Unf,288.0,TA,TA,Y,0,0,0,0,0,0,0,4,WD ,140000
